                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     24,                 1.4934,                 2.0715,                 2.1105,                0.59673,                0.62334,                0.66301,                0.28151,                 2.2697,                 2.0929,                 2.5424,               0.005446,               0.005446,               0.005446
                     25,                 1.5056,                 1.9891,                 2.1202,                0.65047,                0.54207,                0.69578,                0.28069,                 2.2227,                 1.9718,                 2.3983,               0.005248,               0.005248,               0.005248
                     26,                 1.5181,                 1.9183,                 2.1306,                0.66522,                0.57362,                  0.704,                0.29791,                 2.0521,                 2.0613,                 2.3032,                0.00505,                0.00505,                0.00505
                     27,                 1.4842,                 1.9866,                 2.1072,                0.60685,                0.53883,                0.70839,                 0.3289,                 1.9723,                 1.8899,                 2.2611,               0.004852,               0.004852,               0.004852
                     28,                 1.4101,                 1.8162,                 2.0379,                0.65866,                0.59239,                0.69423,                0.33249,                 2.0418,                 1.9729,                 2.2964,               0.004654,               0.004654,               0.004654
                     29,                 1.4481,                 1.8093,                   2.05,                0.51527,                0.64804,                0.67414,                0.33142,                 2.0688,                 2.2327,                  2.372,               0.004456,               0.004456,               0.004456
                     30,                 1.4154,                 1.7188,                 2.0495,                0.75536,                0.63405,                0.76196,                 0.3571,                 2.0381,                 1.7855,                 2.3589,               0.004258,               0.004258,               0.004258
                     31,                 1.3686,                 1.6382,                  2.007,                0.62267,                0.67394,                0.76265,                0.37856,                 1.9913,                 2.0978,                 2.3016,                0.00406,                0.00406,                0.00406
                     32,                 1.3688,                 1.7006,                 1.9989,                0.78444,                0.57287,                0.69875,                0.36014,                 2.0091,                 1.8412,                 2.3479,               0.003862,               0.003862,               0.003862
                     33,                 1.3503,                 1.5426,                  1.972,                0.75487,                0.62802,                 0.7591,                0.42221,                 1.9429,                 1.5804,                 2.2716,               0.003664,               0.003664,               0.003664
                     34,                 1.3254,                 1.5114,                 1.9415,                0.69927,                0.70839,                0.81387,                 0.4669,                 1.8925,                 1.9188,                 2.1927,               0.003466,               0.003466,               0.003466
                     35,                 1.3014,                 1.5222,                 1.9334,                0.61703,                0.71444,                0.80321,                0.43999,                 1.8682,                 1.6328,                 2.1362,               0.003268,               0.003268,               0.003268
                     36,                 1.2827,                 1.4671,                 1.9039,                0.75274,                0.79239,                 0.8479,                0.50466,                 1.7544,                 1.5218,                 2.0366,                0.00307,                0.00307,                0.00307
                     37,                 1.3168,                 1.4658,                 1.9073,                0.76328,                0.78119,                0.84921,                0.49466,                 1.7381,                 1.4883,                 2.0215,               0.002872,               0.002872,               0.002872
                     38,                 1.3021,                 1.4529,                 1.9227,                0.87251,                0.75414,                0.88037,                0.50399,                 1.8086,                 1.7057,                 2.0656,               0.002674,               0.002674,               0.002674
                     39,                 1.2781,                 1.3768,                 1.9032,                0.77335,                0.80527,                0.88445,                0.53111,                 1.6909,                 1.6052,                 2.0115,               0.002476,               0.002476,               0.002476
                     40,                 1.2508,                 1.3202,                 1.8776,                0.81397,                0.82516,                0.87749,                0.51319,                 1.6617,                 1.3668,                 1.9674,               0.002278,               0.002278,               0.002278
                     41,                 1.2371,                 1.2631,                 1.8502,                0.83264,                 0.8141,                0.89254,                0.53107,                 1.6401,                 1.3634,                 1.9443,                0.00208,                0.00208,                0.00208
                     42,                 1.2424,                 1.2773,                 1.8595,                0.88625,                0.74218,                0.89369,                0.52324,                 1.6638,                 1.3379,                  1.958,               0.001882,               0.001882,               0.001882
                     43,                 1.1928,                 1.2551,                 1.8302,                0.85487,                0.79629,                0.88282,                0.50745,                 1.7111,                 1.4331,                 1.9909,               0.001684,               0.001684,               0.001684
                     44,                 1.1735,                 1.2368,                 1.8058,                 0.8147,                0.82701,                0.89894,                0.53074,                 1.6913,                 1.3611,                 1.9537,               0.001486,               0.001486,               0.001486
                     45,                 1.1713,                 1.2015,                 1.7894,                0.86725,                0.81447,                0.91483,                0.54787,                  1.654,                 1.3052,                 1.9302,               0.001288,               0.001288,               0.001288
                     46,                 1.1583,                 1.1661,                 1.7739,                0.86499,                 0.8283,                0.92774,                0.57383,                 1.5849,                  1.245,                  1.869,                0.00109,                0.00109,                0.00109
                     47,                 1.1519,                 1.1351,                 1.7682,                0.92508,                0.79728,                0.92877,                0.58925,                 1.5079,                  1.167,                 1.8085,               0.000892,               0.000892,               0.000892
                     48,                 1.1565,                 1.1893,                 1.7991,                0.90194,                   0.81,                0.92926,                0.59662,                 1.5153,                  1.166,                 1.8285,               0.000694,               0.000694,               0.000694
                     49,                 1.1344,                 1.1263,                 1.7594,                0.90326,                0.83229,                0.93334,                0.58003,                 1.5791,                 1.2101,                 1.8985,               0.000496,               0.000496,               0.000496
