                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     73,                0.96159,                 1.2959,                 1.4625,                0.93499,                0.75153,                0.84518,                0.59512,                 1.5226,                 1.3253,                 1.6634,               0.002872,               0.002872,               0.002872
                     74,                 0.9209,                 1.2518,                 1.4387,                0.89058,                  0.781,                0.85438,                 0.6163,                 1.3555,                 1.2347,                 1.5082,               0.002773,               0.002773,               0.002773
                     75,                0.94244,                 1.2634,                  1.442,                0.89104,                0.79882,                0.85111,                0.62626,                 1.2666,                 1.2578,                 1.4465,               0.002674,               0.002674,               0.002674
                     76,                0.90748,                 1.2187,                 1.4091,                0.95271,                0.75415,                0.85635,                0.64126,                 1.2137,                 1.2008,                 1.4073,               0.002575,               0.002575,               0.002575
                     77,                0.89162,                 1.2112,                 1.4069,                0.86054,                0.79833,                0.85416,                 0.6159,                 1.2745,                 1.2611,                 1.4773,               0.002476,               0.002476,               0.002476
                     78,                0.91374,                 1.2084,                 1.4245,                0.90864,                0.73956,                0.84492,                0.62526,                 1.2151,                 1.2904,                 1.4166,               0.002377,               0.002377,               0.002377
                     79,                0.89024,                 1.1616,                 1.4034,                0.94336,                0.76734,                0.85279,                0.65278,                 1.1986,                 1.2573,                  1.394,               0.002278,               0.002278,               0.002278
                     80,                0.89717,                 1.2017,                 1.4105,                0.93526,                0.76834,                0.85521,                0.64618,                 1.2106,                 1.2132,                 1.4118,               0.002179,               0.002179,               0.002179
                     81,                 0.8775,                 1.1403,                  1.384,                0.93569,                0.75514,                0.83719,                0.60412,                 1.5171,                  1.313,                 1.6929,                0.00208,                0.00208,                0.00208
                     82,                0.87288,                 1.1237,                 1.3779,                0.96978,                0.74669,                0.84669,                0.62274,                 1.2377,                 1.1739,                 1.4433,               0.001981,               0.001981,               0.001981
                     83,                0.89255,                 1.1509,                 1.3817,                0.95302,                 0.7641,                0.85095,                0.62782,                  1.241,                 1.2279,                 1.4381,               0.001882,               0.001882,               0.001882
                     84,                0.85692,                  1.129,                 1.3633,                0.93925,                0.76396,                0.85672,                0.63486,                 1.2832,                 1.2743,                 1.4587,               0.001783,               0.001783,               0.001783
                     85,                0.85267,                 1.1091,                 1.3504,                0.94801,                0.74917,                0.85346,                0.64564,                 1.2543,                 1.2815,                 1.4629,               0.001684,               0.001684,               0.001684
                     86,                0.87622,                 1.1447,                 1.3854,                0.95811,                0.75991,                0.85672,                0.63396,                   1.29,                 1.2353,                 1.4958,               0.001585,               0.001585,               0.001585
                     87,                0.84295,                 1.0542,                 1.3516,                0.93301,                0.76987,                0.85015,                0.63962,                 1.1932,                   1.19,                 1.4239,               0.001486,               0.001486,               0.001486
                     88,                0.84079,                 1.0756,                 1.3392,                0.92926,                0.78383,                0.86415,                0.65834,                 1.1606,                 1.1185,                  1.387,               0.001387,               0.001387,               0.001387
                     89,                0.84998,                 1.0903,                 1.3606,                0.92635,                0.78155,                 0.8665,                0.66963,                 1.1457,                  1.134,                 1.3683,               0.001288,               0.001288,               0.001288
                     90,                0.83289,                 1.0975,                 1.3489,                0.93145,                0.80193,                0.86729,                0.65896,                 1.2254,                 1.1669,                 1.4525,               0.001189,               0.001189,               0.001189
                     91,                0.82772,                 1.0529,                 1.3361,                0.93305,                0.79583,                0.86264,                0.66695,                 1.1706,                 1.1416,                 1.3842,                0.00109,                0.00109,                0.00109
                     92,                 0.8251,                 1.0519,                 1.3434,                0.94892,                0.77393,                0.85792,                0.65109,                 1.2368,                 1.1178,                 1.4205,               0.000991,               0.000991,               0.000991
                     93,                0.81048,                  0.995,                 1.3184,                0.94334,                0.78356,                0.86159,                0.66964,                 1.1453,                 1.1082,                 1.3588,               0.000892,               0.000892,               0.000892
                     94,                0.82085,                 1.0086,                 1.3242,                0.92789,                0.79148,                0.86228,                0.67077,                 1.1771,                 1.1434,                 1.3966,               0.000793,               0.000793,               0.000793
                     95,                0.81733,                 1.0533,                 1.3454,                0.94861,                0.76714,                0.85728,                0.66581,                 1.1634,                  1.121,                 1.3722,               0.000694,               0.000694,               0.000694
                     96,                0.80514,                 1.0034,                 1.3242,                 0.9285,                0.79426,                0.86533,                0.66703,                 1.1765,                 1.1213,                 1.3906,               0.000595,               0.000595,               0.000595
                     97,                0.78209,                0.98923,                 1.3052,                0.93991,                0.78454,                 0.8644,                0.68112,                  1.127,                 1.0871,                 1.3487,               0.000496,               0.000496,               0.000496
                     98,                0.81942,                 1.0219,                 1.3265,                0.95506,                0.77057,                0.86343,                0.68061,                 1.1153,                  1.108,                 1.3354,               0.000397,               0.000397,               0.000397
                     99,                0.81852,                 1.0148,                 1.3267,                0.94235,                0.77526,                   0.86,                 0.6764,                 1.1084,                 1.1206,                  1.329,               0.000298,               0.000298,               0.000298
