                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                  1.317,                 2.0038,                 1.7146,                0.72279,                 0.5105,                0.60862,                0.31669,                 1.9634,                 2.0298,                 2.0391,               0.006634,               0.006634,               0.006634
                     36,                 1.2979,                  1.992,                 1.7033,                 0.8575,                0.51619,                 0.6451,                0.33009,                 1.9855,                 1.9163,                 2.0593,               0.006535,               0.006535,               0.006535
                     37,                 1.3274,                 1.9337,                 1.7137,                0.77674,                 0.5536,                0.64758,                0.35205,                 1.8256,                 1.8346,                 1.9268,               0.006436,               0.006436,               0.006436
                     38,                 1.3082,                 1.9585,                  1.692,                0.76018,                0.55669,                0.63603,                0.31121,                 2.0292,                 2.0476,                 2.1039,               0.006337,               0.006337,               0.006337
                     39,                  1.302,                 1.9067,                 1.6823,                0.77842,                0.54673,                0.65019,                0.36811,                 1.7973,                   1.84,                 1.8932,               0.006238,               0.006238,               0.006238
                     40,                 1.2663,                 1.8351,                 1.6535,                0.73833,                0.53355,                0.63729,                0.33482,                 1.9157,                 1.9603,                 1.9816,               0.006139,               0.006139,               0.006139
                     41,                 1.2505,                 1.8259,                 1.6515,                0.78936,                0.59596,                0.66677,                0.36131,                  1.862,                 1.7994,                 1.9474,                0.00604,                0.00604,                0.00604
                     42,                 1.2271,                 1.7744,                 1.6173,                0.77598,                0.60297,                0.65941,                0.34273,                 1.9652,                 1.8083,                 2.0866,               0.005941,               0.005941,               0.005941
                     43,                 1.2273,                 1.7742,                 1.6159,                0.82107,                0.58789,                0.66312,                0.33695,                  1.987,                 1.7976,                 2.0443,               0.005842,               0.005842,               0.005842
                     44,                 1.2111,                 1.7565,                 1.6058,                0.83751,                0.57993,                0.66418,                0.32651,                 2.0604,                   1.75,                 2.0936,               0.005743,               0.005743,               0.005743
                     45,                 1.2562,                 1.8467,                 1.6472,                0.75598,                0.56422,                 0.6429,                 0.3379,                 2.0346,                 1.8323,                 2.0958,               0.005644,               0.005644,               0.005644
                     46,                 1.1876,                 1.6739,                 1.5816,                0.76212,                0.63405,                0.69825,                0.38525,                  1.829,                 1.7256,                 1.9079,               0.005545,               0.005545,               0.005545
                     47,                 1.1969,                 1.7204,                 1.6047,                0.80782,                0.63083,                0.71421,                0.38854,                 1.8601,                 1.6469,                 1.9162,               0.005446,               0.005446,               0.005446
                     48,                 1.1613,                 1.6045,                 1.5619,                0.84091,                0.58988,                0.72111,                0.40388,                 1.7837,                 1.5817,                 1.8522,               0.005347,               0.005347,               0.005347
                     49,                 1.1532,                 1.6578,                 1.5664,                0.75914,                0.66921,                0.72585,                0.39165,                  1.867,                 1.6543,                 1.9281,               0.005248,               0.005248,               0.005248
                     50,                 1.1333,                 1.6119,                 1.5522,                0.80572,                0.58685,                0.73055,                0.40317,                 1.8266,                 1.5904,                  1.902,               0.005149,               0.005149,               0.005149
                     51,                 1.1937,                 1.6607,                 1.5866,                0.71928,                0.61685,                0.70534,                0.39045,                 1.7882,                 1.6397,                  1.861,                0.00505,                0.00505,                0.00505
                     52,                 1.1336,                  1.544,                 1.5333,                0.85526,                0.60182,                 0.7277,                0.42609,                 1.6922,                 1.6302,                 1.8148,               0.004951,               0.004951,               0.004951
                     53,                 1.1208,                 1.5604,                  1.522,                0.73787,                0.67549,                0.74283,                0.46468,                 1.6325,                 1.5385,                 1.7372,               0.004852,               0.004852,               0.004852
                     54,                 1.1215,                 1.5565,                 1.5206,                0.87516,                0.61268,                0.75407,                0.46692,                 1.6435,                 1.4936,                 1.7548,               0.004753,               0.004753,               0.004753
                     55,                 1.1096,                 1.5021,                  1.505,                0.88672,                0.59691,                0.75954,                0.46706,                 1.5778,                 1.5272,                 1.6813,               0.004654,               0.004654,               0.004654
                     56,                 1.0879,                 1.5105,                 1.4942,                0.76555,                0.68346,                0.77708,                0.46279,                 1.7002,                 1.5728,                 1.7314,               0.004555,               0.004555,               0.004555
                     57,                 1.0862,                 1.4448,                 1.4966,                0.90854,                 0.6358,                0.77136,                0.44236,                 1.7135,                 1.5416,                 1.7693,               0.004456,               0.004456,               0.004456
                     58,                 1.0825,                 1.4758,                 1.5016,                0.88109,                0.62707,                0.76519,                0.42598,                 1.7624,                 1.5184,                 1.8234,               0.004357,               0.004357,               0.004357
                     59,                 1.1004,                 1.4837,                 1.4898,                 0.8424,                0.61601,                0.76193,                0.48047,                 1.4762,                 1.4732,                 1.6096,               0.004258,               0.004258,               0.004258
                     60,                 1.0914,                 1.4525,                 1.4971,                0.88642,                0.63256,                0.76751,                0.48696,                 1.4658,                 1.4118,                  1.603,               0.004159,               0.004159,               0.004159
                     61,                 1.0612,                 1.4141,                 1.4637,                0.80551,                 0.6775,                0.75294,                0.43201,                 1.6852,                 1.4497,                 1.7639,                0.00406,                0.00406,                0.00406
                     62,                 1.0514,                 1.4155,                 1.4614,                0.83792,                0.65023,                0.75551,                0.45108,                 1.6518,                 1.5077,                 1.7278,               0.003961,               0.003961,               0.003961
                     63,                 1.0662,                 1.4011,                 1.4607,                0.85325,                0.64865,                0.77398,                0.45985,                 1.5717,                  1.396,                 1.6783,               0.003862,               0.003862,               0.003862
                     64,                 1.0028,                 1.3493,                 1.4232,                0.83524,                0.67195,                0.77356,                0.47822,                  1.485,                 1.4054,                 1.6161,               0.003763,               0.003763,               0.003763
                     65,                 1.0412,                 1.4079,                 1.4605,                0.88182,                0.64931,                0.74901,                0.46074,                 1.5532,                 1.4221,                  1.662,               0.003664,               0.003664,               0.003664
                     66,                0.99063,                 1.3142,                 1.4081,                0.89606,                  0.624,                0.77783,                0.48176,                 1.5033,                 1.3704,                 1.5991,               0.003565,               0.003565,               0.003565
                     67,                 1.0516,                 1.4223,                 1.4489,                0.85524,                0.68048,                0.77472,                0.48527,                 1.4941,                 1.3554,                 1.5889,               0.003466,               0.003466,               0.003466
                     68,                 1.0167,                 1.3331,                 1.4313,                0.80918,                 0.7284,                0.78836,                0.49389,                 1.4866,                 1.3417,                 1.5946,               0.003367,               0.003367,               0.003367
                     69,                 0.9884,                 1.2962,                 1.4061,                0.90488,                0.64868,                0.77826,                0.50686,                 1.4142,                 1.3407,                 1.5525,               0.003268,               0.003268,               0.003268
                     70,                0.98807,                 1.3001,                 1.4142,                0.88654,                0.65472,                0.76496,                0.46984,                 1.4874,                 1.3915,                 1.6126,               0.003169,               0.003169,               0.003169
                     71,                0.96256,                 1.2906,                 1.3959,                0.93623,                0.65197,                0.78223,                0.49005,                 1.5097,                 1.3577,                 1.6079,                0.00307,                0.00307,                0.00307
                     72,                 0.9376,                 1.2397,                 1.3738,                0.90995,                0.68595,                0.78068,                0.50015,                 1.3959,                 1.3211,                 1.5467,               0.002971,               0.002971,               0.002971
                     73,                0.98001,                 1.2889,                 1.4007,                 0.9185,                0.65893,                0.78709,                 0.4943,                 1.4804,                 1.3452,                 1.5752,               0.002872,               0.002872,               0.002872
                     74,                 1.0037,                 1.3047,                  1.414,                0.90941,                0.68007,                0.78665,                0.47036,                  1.529,                  1.375,                  1.618,               0.002773,               0.002773,               0.002773
                     75,                0.96105,                  1.232,                 1.3761,                0.85543,                0.68697,                0.78127,                0.47775,                 1.5289,                 1.3538,                 1.6186,               0.002674,               0.002674,               0.002674
                     76,                0.97147,                 1.2595,                 1.3891,                0.84109,                0.70172,                0.77906,                0.49282,                  1.456,                 1.3171,                 1.5584,               0.002575,               0.002575,               0.002575
                     77,                0.94468,                 1.2248,                 1.3748,                0.90841,                0.68593,                0.78069,                0.49192,                 1.4611,                 1.2906,                 1.5685,               0.002476,               0.002476,               0.002476
                     78,                 0.9491,                 1.2198,                 1.3631,                 0.8515,                0.71509,                0.79457,                0.49591,                 1.4425,                 1.2834,                 1.5918,               0.002377,               0.002377,               0.002377
                     79,                0.95077,                 1.2321,                 1.3679,                0.89199,                0.69305,                0.79358,                0.50267,                 1.4378,                 1.2967,                 1.5798,               0.002278,               0.002278,               0.002278
                     80,                0.95665,                 1.2081,                  1.374,                0.93013,                 0.6562,                0.79556,                0.49489,                 1.5201,                  1.297,                 1.6261,               0.002179,               0.002179,               0.002179
                     81,                0.92042,                 1.1914,                 1.3532,                0.81229,                0.70889,                 0.7853,                0.49627,                 1.4512,                 1.2931,                 1.5599,                0.00208,                0.00208,                0.00208
                     82,                0.92035,                  1.189,                 1.3533,                0.89932,                0.67385,                0.79502,                0.52043,                 1.3088,                 1.2614,                 1.4767,               0.001981,               0.001981,               0.001981
                     83,                0.91531,                 1.2109,                 1.3471,                0.83329,                0.72506,                0.80682,                0.50153,                 1.4682,                 1.3167,                 1.5899,               0.001882,               0.001882,               0.001882
                     84,                0.90885,                 1.1796,                 1.3305,                0.82103,                0.71524,                0.80847,                0.50446,                 1.4643,                 1.2835,                 1.5799,               0.001783,               0.001783,               0.001783
                     85,                0.90397,                  1.163,                 1.3308,                0.87768,                0.68969,                0.81746,                0.53923,                 1.3211,                 1.2456,                 1.4662,               0.001684,               0.001684,               0.001684
                     86,                0.88917,                 1.1451,                 1.3289,                0.93395,                0.67683,                0.81798,                0.52582,                 1.3871,                 1.2672,                 1.5054,               0.001585,               0.001585,               0.001585
                     87,                0.88282,                 1.1697,                 1.3364,                0.86242,                0.74608,                0.80461,                0.51051,                 1.4444,                 1.2774,                 1.5449,               0.001486,               0.001486,               0.001486
                     88,                0.87087,                 1.1279,                 1.3001,                0.91729,                0.69324,                0.79821,                0.53204,                 1.3374,                 1.2375,                 1.4758,               0.001387,               0.001387,               0.001387
                     89,                0.88674,                 1.1205,                  1.311,                0.88748,                0.70661,                0.79914,                0.51578,                 1.3704,                 1.2409,                 1.4988,               0.001288,               0.001288,               0.001288
                     90,                0.87112,                  1.109,                 1.3062,                 0.8341,                0.72545,                 0.8041,                0.53196,                 1.3259,                 1.2158,                 1.4763,               0.001189,               0.001189,               0.001189
                     91,                0.88158,                 1.1306,                 1.3109,                0.93463,                0.67005,                0.80293,                0.54823,                 1.2821,                  1.197,                 1.4464,                0.00109,                0.00109,                0.00109
                     92,                0.87195,                 1.0897,                 1.3053,                0.92017,                0.68014,                 0.8002,                 0.5422,                  1.277,                 1.1946,                 1.4383,               0.000991,               0.000991,               0.000991
                     93,                0.87191,                 1.1049,                 1.3024,                0.88703,                0.74433,                0.81622,                0.54253,                  1.272,                  1.196,                 1.4385,               0.000892,               0.000892,               0.000892
                     94,                0.85364,                 1.0969,                  1.293,                 0.9236,                0.72397,                0.82457,                0.53287,                  1.341,                 1.2052,                 1.4829,               0.000793,               0.000793,               0.000793
                     95,                0.84639,                 1.1165,                 1.2969,                0.84557,                0.76852,                0.82338,                0.53791,                 1.3501,                 1.2074,                 1.4819,               0.000694,               0.000694,               0.000694
                     96,                0.85223,                 1.1085,                  1.294,                0.88126,                0.73774,                0.82313,                0.53737,                 1.3429,                 1.2112,                 1.4761,               0.000595,               0.000595,               0.000595
                     97,                0.82743,                 1.0791,                 1.2761,                0.87093,                0.71515,                0.81518,                0.54314,                 1.3215,                 1.2019,                 1.4636,               0.000496,               0.000496,               0.000496
                     98,                0.84076,                 1.0946,                 1.2886,                0.89813,                0.69804,                0.81584,                0.55163,                 1.2907,                 1.1889,                  1.444,               0.000397,               0.000397,               0.000397
                     99,                0.83283,                 1.0863,                 1.2881,                0.91391,                 0.7457,                 0.8364,                 0.5482,                 1.2986,                  1.185,                 1.4541,               0.000298,               0.000298,               0.000298
