                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                 1.4678,                 3.9642,                 1.9325,                0.53537,                0.05467,                0.04649,                0.02207,                 1.5203,                 3.8659,                 1.8374,               0.006634,               0.006634,               0.006634
                     36,                 1.4551,                 3.9468,                 1.9291,                0.63078,                0.05537,                0.05872,                 0.0271,                 1.5725,                 3.8487,                 1.8704,               0.006535,               0.006535,               0.006535
                     37,                 1.4633,                 3.9008,                 1.9398,                0.60781,                0.06376,                0.06782,                0.02946,                 1.7201,                 3.7315,                 1.9609,               0.006436,               0.006436,               0.006436
                     38,                 1.4616,                  3.884,                 1.9309,                0.51808,                0.07774,                 0.0633,                0.03037,                 1.5061,                 3.8019,                 1.8026,               0.006337,               0.006337,               0.006337
                     39,                 1.4535,                 3.8339,                 1.9239,                0.60323,                0.08691,                0.08657,                0.03564,                 1.8323,                 3.6728,                 2.0629,               0.006238,               0.006238,               0.006238
                     40,                 1.4541,                 3.7897,                 1.9224,                0.58608,                0.08643,                0.07615,                0.03615,                 1.7708,                  3.738,                 2.0112,               0.006139,               0.006139,               0.006139
                     41,                 1.4537,                 3.7453,                 1.9247,                0.51649,                0.11241,                0.10196,                0.04856,                 1.7019,                 3.6516,                 1.9545,                0.00604,                0.00604,                0.00604
                     42,                 1.4552,                 3.6924,                  1.927,                0.57509,                0.11995,                0.12068,                0.05665,                  1.677,                 3.5844,                 1.8988,               0.005941,               0.005941,               0.005941
                     43,                 1.4642,                 3.6601,                 1.9213,                0.63952,                0.09167,                0.11476,                0.06395,                 1.6847,                 3.7166,                 1.9186,               0.005842,               0.005842,               0.005842
                     44,                 1.4594,                 3.6093,                 1.9103,                 0.6146,                0.09889,                0.12244,                0.06453,                 1.4829,                 3.6686,                  1.765,               0.005743,               0.005743,               0.005743
                     45,                 1.4465,                 3.5555,                  1.907,                0.57679,                0.13603,                0.14126,                0.07777,                 1.5385,                 3.5441,                 1.8223,               0.005644,               0.005644,               0.005644
                     46,                 1.4327,                 3.5293,                 1.8904,                0.57302,                0.14781,                 0.1594,                0.09025,                  1.474,                 3.4758,                 1.7692,               0.005545,               0.005545,               0.005545
                     47,                  1.428,                 3.4687,                 1.8922,                0.58583,                0.17826,                0.19446,                0.10722,                 1.5735,                 3.3971,                  1.858,               0.005446,               0.005446,               0.005446
                     48,                 1.4277,                 3.4276,                 1.8887,                0.60206,                 0.1925,                0.22297,                0.12987,                 1.5142,                 3.3339,                 1.7841,               0.005347,               0.005347,               0.005347
                     49,                 1.4108,                 3.3674,                  1.871,                0.58291,                0.19996,                0.22292,                0.11938,                 1.5905,                 3.3023,                 1.8423,               0.005248,               0.005248,               0.005248
                     50,                 1.4281,                 3.3142,                 1.8763,                0.50814,                0.19485,                0.21862,                0.12081,                 1.6725,                 3.3285,                 1.8998,               0.005149,               0.005149,               0.005149
                     51,                 1.4008,                  3.242,                 1.8596,                0.55141,                0.20878,                0.23199,                0.12504,                 1.6676,                  3.273,                 1.9091,                0.00505,                0.00505,                0.00505
                     52,                 1.3928,                 3.2149,                 1.8618,                0.61796,                0.21429,                0.25495,                0.14678,                 1.6267,                 3.3136,                 1.8641,               0.004951,               0.004951,               0.004951
                     53,                 1.3793,                 3.1582,                 1.8448,                0.57696,                 0.2522,                0.29438,                0.17189,                 1.5677,                    3.1,                 1.8159,               0.004852,               0.004852,               0.004852
                     54,                 1.3735,                 3.1053,                 1.8397,                0.50721,                0.26011,                0.27693,                0.15234,                 1.6575,                 3.2231,                 1.8973,               0.004753,               0.004753,               0.004753
                     55,                 1.3719,                 3.0463,                 1.8301,                 0.5563,                0.26418,                 0.2995,                0.16215,                 1.7141,                 3.1524,                 1.9413,               0.004654,               0.004654,               0.004654
                     56,                 1.3704,                  3.032,                 1.8328,                0.56675,                0.28078,                0.32058,                0.18049,                  1.608,                 3.0435,                 1.8437,               0.004555,               0.004555,               0.004555
                     57,                 1.3621,                 2.9727,                 1.8156,                0.56786,                0.28668,                 0.3277,                0.17887,                  1.613,                 3.0417,                 1.8526,               0.004456,               0.004456,               0.004456
                     58,                 1.3423,                 2.9321,                  1.801,                0.60149,                0.29096,                0.34075,                0.21416,                 1.4518,                 3.0161,                 1.7094,               0.004357,               0.004357,               0.004357
