min_lon,min_lat,max_lon,max_lat
7.0,46.0,7.8978675645342316,45.1158267020336
7.8978675645342316,46.0,8.795735129068463,45.1158267020336
8.795735129068463,46.0,9.693602693602694,45.1158267020336
9.693602693602694,46.0,10.591470258136926,45.1158267020336
10.591470258136926,46.0,11.489337822671157,45.1158267020336
11.489337822671157,46.0,12.387205387205388,45.1158267020336
12.387205387205388,46.0,13.285072951739618,45.1158267020336
13.285072951739618,46.0,14.18294051627385,45.1158267020336
14.18294051627385,46.0,15.080808080808081,45.1158267020336
15.080808080808081,46.0,15.978675645342312,45.1158267020336
15.978675645342312,46.0,16.876543209876544,45.1158267020336
16.876543209876544,46.0,17.774410774410775,45.1158267020336
17.774410774410775,46.0,18.672278338945006,45.1158267020336
7.0,45.1158267020336,7.8978675645342316,44.231653404067195
7.8978675645342316,45.1158267020336,8.795735129068463,44.231653404067195
8.795735129068463,45.1158267020336,9.693602693602694,44.231653404067195
9.693602693602694,45.1158267020336,10.591470258136926,44.231653404067195
10.591470258136926,45.1158267020336,11.489337822671157,44.231653404067195
11.489337822671157,45.1158267020336,12.387205387205388,44.231653404067195
12.387205387205388,45.1158267020336,13.285072951739618,44.231653404067195
13.285072951739618,45.1158267020336,14.18294051627385,44.231653404067195
14.18294051627385,45.1158267020336,15.080808080808081,44.231653404067195
15.080808080808081,45.1158267020336,15.978675645342312,44.231653404067195
15.978675645342312,45.1158267020336,16.876543209876544,44.231653404067195
16.876543209876544,45.1158267020336,17.774410774410775,44.231653404067195
17.774410774410775,45.1158267020336,18.672278338945006,44.231653404067195
7.0,44.231653404067195,7.8978675645342316,43.3474801061008
7.8978675645342316,44.231653404067195,8.795735129068463,43.3474801061008
8.795735129068463,44.231653404067195,9.693602693602694,43.3474801061008
9.693602693602694,44.231653404067195,10.591470258136926,43.3474801061008
10.591470258136926,44.231653404067195,11.489337822671157,43.3474801061008
11.489337822671157,44.231653404067195,12.387205387205388,43.3474801061008
12.387205387205388,44.231653404067195,13.285072951739618,43.3474801061008
13.285072951739618,44.231653404067195,14.18294051627385,43.3474801061008
14.18294051627385,44.231653404067195,15.080808080808081,43.3474801061008
15.080808080808081,44.231653404067195,15.978675645342312,43.3474801061008
15.978675645342312,44.231653404067195,16.876543209876544,43.3474801061008
16.876543209876544,44.231653404067195,17.774410774410775,43.3474801061008
17.774410774410775,44.231653404067195,18.672278338945006,43.3474801061008
7.8978675645342316,43.3474801061008,8.795735129068463,42.46330680813439
8.795735129068463,43.3474801061008,9.693602693602694,42.46330680813439
9.693602693602694,43.3474801061008,10.591470258136926,42.46330680813439
10.591470258136926,43.3474801061008,11.489337822671157,42.46330680813439
11.489337822671157,43.3474801061008,12.387205387205388,42.46330680813439
12.387205387205388,43.3474801061008,13.285072951739618,42.46330680813439
13.285072951739618,43.3474801061008,14.18294051627385,42.46330680813439
15.080808080808081,43.3474801061008,15.978675645342312,42.46330680813439
15.978675645342312,43.3474801061008,16.876543209876544,42.46330680813439
16.876543209876544,43.3474801061008,17.774410774410775,42.46330680813439
17.774410774410775,43.3474801061008,18.672278338945006,42.46330680813439
7.8978675645342316,42.46330680813439,8.795735129068463,41.57913351016799
8.795735129068463,42.46330680813439,9.693602693602694,41.57913351016799
9.693602693602694,42.46330680813439,10.591470258136926,41.57913351016799
