min_lon,min_lat,max_lon,max_lat
13.283333333333333,37.37916666666667,13.716666666666667,37.15416666666667
8.175,40.95,8.408333333333333,40.525
15.825000000000001,44.52083333333333,16.070833333333333,44.30833333333334
14.6875,38.19583333333333,15.520833333333332,37.7125
15.625,38.37916666666666,16.3375,37.983333333333334
15.045833333333334,37.50416666666666,15.325,36.96666666666667
14.5,41.94166666666667,14.9875,41.266666666666666
16.3125,43.5,17.129166666666666,43.12083333333334
16.104166666666668,41.40416666666667,16.90833333333333,41.0
14.833333333333334,45.12083333333334,15.679166666666667,44.22083333333333
16.6125,44.40833333333333,17.1625,43.9125
16.3125,44.36666666666667,16.65416666666667,43.795833333333334
16.383333333333333,44.65,16.625,44.425
12.608333333333334,38.208333333333336,13.558333333333334,37.38333333333333
13.670833333333333,41.0,14.5,40.69583333333333
13.570833333333333,46.0,14.133333333333333,45.2625
12.470833333333333,44.025,13.258333333333333,43.0875
14.05,46.0,14.670833333333334,44.97916666666667
11.329166666666666,44.2,12.333333333333332,43.56666666666666
12.149999999999999,45.708333333333336,13.183333333333334,44.66666666666667
9.666666666666666,37.2375,10.479166666666668,36.56666666666666
10.495833333333334,37.06666666666667,11.1375,36.520833333333336
9.591666666666667,36.275,9.958333333333334,36.0
10.3125,43.59166666666667,11.3,42.766666666666666
11.600000000000001,42.30416666666667,12.079166666666666,41.93333333333333
10.916666666666668,46.0,11.579166666666666,45.75416666666666
9.675,44.61666666666667,10.8625,44.04166666666667
7.9625,37.24166666666667,9.516666666666666,36.34166666666667
7.095833333333333,36.52916666666667,7.766666666666667,36.1875
8.529166666666667,41.0,9.345833333333333,40.62916666666666
8.654166666666667,42.6125,9.333333333333334,41.733333333333334
9.1,41.59583333333333,9.329166666666666,41.35
7.0,44.32083333333333,7.833333333333333,43.795833333333334
7.141666666666667,46.0,8.641666666666667,45.53333333333333
7.0,45.43333333333334,7.495833333333334,44.75416666666666
17.47083333333333,44.1625,18.291666666666664,43.90416666666667
9.041666666666668,44.69166666666666,9.641666666666666,44.458333333333336
17.166666666666664,45.81666666666666,17.995833333333334,45.06666666666666
18.28333333333333,42.725,19.0,42.18333333333334
15.399999999999999,41.9375,16.179166666666667,41.59583333333333
12.920833333333334,41.69166666666666,13.754166666666666,41.20833333333333
16.025,40.079166666666666,17.0,38.375
14.995833333333334,46.0,15.695833333333333,45.4875
14.458333333333334,41.1625,16.070833333333333,40.0125
18.008333333333333,40.1875,18.5125,39.791666666666664
15.225,44.11666666666667,15.483333333333334,43.770833333333336
7.0,37.05416666666667,7.383333333333333,36.80416666666667
8.383333333333333,36.233333333333334,8.625,36.0
16.8125,45.17916666666667,17.1,44.94166666666666
12.1375,41.90416666666667,12.725000000000001,41.425
8.270833333333334,40.38333333333333,9.733333333333334,38.92916666666667
14.254166666666666,37.0375,14.625,36.74166666666667
18.0,45.71666666666667,18.391666666666666,45.4875
16.983333333333334,40.56666666666666,17.391666666666666,40.333333333333336
13.116666666666667,43.38333333333333,14.154166666666667,41.666666666666664
9.5375,40.62083333333333,9.825,40.395833333333336
