                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     71,                0.41562,                0.27677,                0.89367,                0.95047,                0.80482,                0.88025,                0.73088,                0.70575,                0.59535,                0.98127,                0.00769,                0.00769,                0.00769
                     72,                0.41773,                0.27351,                0.89467,                0.87658,                0.83727,                0.88427,                0.73881,                0.65442,                0.64711,                0.97159,               0.007657,               0.007657,               0.007657
                     73,                0.41087,                0.27508,                0.88985,                0.91836,                0.79402,                0.86016,                0.71014,                0.71126,                0.62637,                0.98349,               0.007624,               0.007624,               0.007624
                     74,                0.40868,                0.26207,                0.89097,                0.90538,                0.81477,                0.87742,                0.69759,                0.74695,                0.69255,                 1.0115,               0.007591,               0.007591,               0.007591
                     75,                0.39603,                 0.2684,                0.88701,                0.89182,                0.82031,                0.86511,                0.72817,                0.65739,                0.69352,                0.97929,               0.007558,               0.007558,               0.007558
                     76,                0.40395,                0.26459,                0.88357,                0.94379,                0.77721,                0.87323,                0.71803,                0.70166,                0.79307,                0.98615,               0.007525,               0.007525,               0.007525
                     77,                0.40861,                0.27343,                0.88908,                0.94323,                0.78704,                0.86823,                0.71418,                0.76011,                0.69943,                 1.0002,               0.007492,               0.007492,               0.007492
                     78,                0.41143,                0.26313,                0.88999,                0.92503,                0.79481,                0.88759,                0.74147,                0.65755,                0.63773,                0.96225,               0.007459,               0.007459,               0.007459
                     79,                0.39439,                0.26023,                0.87928,                0.92031,                 0.8033,                 0.8916,                0.76008,                0.59725,                0.63892,                0.94146,               0.007426,               0.007426,               0.007426
                     80,                 0.3839,                0.26001,                0.87641,                0.91809,                0.81471,                0.88885,                0.72749,                0.70821,                0.65651,                0.98906,               0.007393,               0.007393,               0.007393
                     81,                0.38761,                0.25934,                0.87854,                0.89218,                0.83729,                0.88483,                0.73498,                0.70439,                0.65676,                0.97856,                0.00736,                0.00736,                0.00736
                     82,                0.38704,                0.25168,                0.88124,                0.93196,                0.79464,                0.88239,                0.75691,                0.61635,                0.65265,                0.95246,               0.007327,               0.007327,               0.007327
                     83,                0.38661,                0.25181,                0.88045,                0.94278,                0.80977,                0.87252,                0.72239,                0.71226,                0.60409,                0.98021,               0.007294,               0.007294,               0.007294
                     84,                0.38109,                0.24804,                0.87763,                0.93259,                 0.8324,                0.89323,                0.77761,                0.57761,                0.58257,                0.93064,               0.007261,               0.007261,               0.007261
                     85,                0.38035,                0.25201,                0.87409,                0.94033,                0.80692,                0.87561,                0.74412,                0.66743,                0.65057,                0.97166,               0.007228,               0.007228,               0.007228
                     86,                 0.3757,                0.24603,                0.87637,                0.92984,                0.78972,                0.86999,                 0.7209,                0.70422,                 0.6477,                0.98593,               0.007195,               0.007195,               0.007195
                     87,                0.38392,                0.24716,                0.87638,                0.91913,                0.84745,                0.88986,                 0.7403,                0.71244,                0.67075,                0.99032,               0.007162,               0.007162,               0.007162
                     88,                0.37031,                0.24932,                0.86963,                0.95341,                0.81297,                0.87218,                0.74444,                0.63272,                0.65896,                0.96797,               0.007129,               0.007129,               0.007129
                     89,                  0.381,                0.24206,                0.87499,                0.92394,                0.83497,                0.89026,                 0.7532,                0.69405,                0.64536,                0.97422,               0.007096,               0.007096,               0.007096
                     90,                0.37078,                0.24416,                0.87251,                0.94926,                0.80974,                0.89524,                0.75386,                0.66472,                0.63861,                0.96016,               0.007063,               0.007063,               0.007063
                     91,                0.36635,                 0.2366,                0.86937,                0.93988,                0.83512,                0.90421,                0.75583,                0.66226,                 0.6191,                0.97035,                0.00703,                0.00703,                0.00703
                     92,                0.36697,                0.23694,                0.86891,                0.93576,                0.84176,                0.89813,                0.77304,                0.59953,                0.58218,                0.94041,               0.006997,               0.006997,               0.006997
                     93,                0.36127,                0.23883,                0.86898,                0.88776,                0.83747,                 0.8923,                0.75055,                0.70011,                0.64183,                0.97109,               0.006964,               0.006964,               0.006964
                     94,                 0.3601,                0.22875,                0.86656,                0.95864,                0.77294,                0.86401,                0.75438,                 0.5655,                0.57798,                0.92684,               0.006931,               0.006931,               0.006931
                     95,                0.35515,                0.23041,                0.85859,                0.87868,                0.81196,                0.88021,                0.74424,                0.67874,                0.61978,                0.97114,               0.006898,               0.006898,               0.006898
                     96,                0.35849,                0.23158,                0.86614,                0.92754,                0.81935,                 0.8801,                0.76478,                 0.6091,                0.64449,                0.94647,               0.006865,               0.006865,               0.006865
                     97,                0.35386,                0.23504,                0.86323,                0.96066,                 0.7954,                0.88621,                0.77892,                0.57287,                 0.5969,                0.94339,               0.006832,               0.006832,               0.006832
                     98,                0.35218,                0.22962,                0.86297,                0.92554,                0.81531,                0.87989,                0.75889,                0.60798,                0.63382,                0.94275,               0.006799,               0.006799,               0.006799
                     99,                0.34965,                0.22067,                0.86099,                0.88583,                0.83868,                0.89043,                0.76251,                0.66459,                0.64086,                0.96701,               0.006766,               0.006766,               0.006766
                    100,                0.34978,                0.22313,                0.86141,                0.88578,                0.84215,                0.89359,                0.78231,                0.52615,                0.61942,                 0.9245,               0.006733,               0.006733,               0.006733
                    101,                0.34688,                0.22605,                0.85657,                0.94951,                0.80624,                0.89013,                 0.7864,                0.55133,                0.59363,                0.93043,                 0.0067,                 0.0067,                 0.0067
                    102,                0.34661,                0.22752,                0.85994,                0.92243,                0.82601,                0.88528,                0.76313,                 0.6311,                0.60208,                0.95414,               0.006667,               0.006667,               0.006667
                    103,                0.34472,                0.22243,                0.85943,                0.94416,                0.81776,                0.88931,                0.76811,                0.62734,                0.58492,                0.95006,               0.006634,               0.006634,               0.006634
                    104,                0.34441,                 0.2215,                0.85834,                0.95344,                0.81592,                 0.8919,                0.74416,                0.64916,                0.57036,                0.96573,               0.006601,               0.006601,               0.006601
