                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     76,                 1.0653,                 1.4253,                 1.4849,                0.89304,                0.67781,                0.75794,                0.53608,                 1.4323,                 1.4835,                 1.5641,               0.002575,               0.002575,               0.002575
                     77,                 1.0628,                 1.4238,                 1.4776,                0.91749,                0.68634,                0.76404,                0.49115,                 1.6352,                 1.5266,                 1.7279,               0.002476,               0.002476,               0.002476
                     78,                 1.0517,                 1.3987,                 1.4601,                0.90595,                0.68585,                0.76231,                 0.5179,                 1.5109,                 1.4944,                 1.6245,               0.002377,               0.002377,               0.002377
                     79,                 1.0292,                  1.383,                 1.4617,                0.89337,                0.67661,                0.76369,                0.52414,                 1.5334,                 1.5058,                 1.6445,               0.002278,               0.002278,               0.002278
                     80,                 1.0281,                 1.3857,                 1.4582,                0.90513,                0.67977,                0.76624,                0.50016,                 1.6083,                 1.5333,                 1.7081,               0.002179,               0.002179,               0.002179
                     81,                  1.037,                 1.3708,                 1.4531,                0.90987,                0.68725,                0.76947,                0.51518,                 1.5779,                  1.491,                 1.6695,                0.00208,                0.00208,                0.00208
                     82,                  1.036,                 1.3667,                 1.4548,                0.92051,                0.68005,                0.76789,                0.51177,                 1.5581,                  1.502,                 1.6612,               0.001981,               0.001981,               0.001981
                     83,                 1.0147,                 1.3556,                  1.446,                 0.9365,                0.68476,                0.77149,                0.50879,                 1.5688,                 1.4681,                 1.6632,               0.001882,               0.001882,               0.001882
                     84,                 1.0246,                 1.3563,                 1.4409,                0.90286,                0.69543,                 0.7734,                0.51845,                 1.5389,                 1.5105,                 1.6391,               0.001783,               0.001783,               0.001783
                     85,                 1.0053,                 1.3211,                 1.4282,                0.92292,                0.69707,                0.77475,                0.54391,                 1.4463,                  1.434,                 1.5624,               0.001684,               0.001684,               0.001684
                     86,                 1.0223,                  1.347,                 1.4438,                  0.931,                0.68445,                0.77349,                0.52904,                 1.5079,                 1.4719,                 1.6113,               0.001585,               0.001585,               0.001585
                     87,                 1.0046,                 1.3125,                 1.4327,                0.89074,                0.69123,                0.77374,                0.52315,                 1.4815,                 1.4239,                 1.6014,               0.001486,               0.001486,               0.001486
                     88,                 0.9925,                 1.3101,                 1.4166,                0.91849,                0.67355,                0.76735,                0.52892,                 1.4491,                  1.449,                 1.5732,               0.001387,               0.001387,               0.001387
                     89,                0.99573,                 1.3077,                 1.4181,                0.94028,                0.67488,                0.77295,                0.53346,                 1.4363,                 1.4066,                  1.559,               0.001288,               0.001288,               0.001288
                     90,                0.97769,                 1.2903,                  1.413,                0.90023,                0.69857,                0.77677,                0.52203,                 1.4873,                 1.4191,                 1.5975,               0.001189,               0.001189,               0.001189
                     91,                0.98567,                  1.294,                 1.4139,                0.91943,                0.69523,                0.77545,                0.52696,                 1.5206,                 1.4167,                 1.6271,                0.00109,                0.00109,                0.00109
                     92,                0.98154,                 1.2824,                 1.4074,                0.93334,                0.69094,                0.77743,                0.52853,                 1.5003,                 1.4319,                 1.6063,               0.000991,               0.000991,               0.000991
                     93,                 0.9885,                 1.2638,                  1.405,                0.92027,                0.70454,                0.78114,                0.54075,                 1.4505,                 1.3828,                 1.5693,               0.000892,               0.000892,               0.000892
                     94,                0.98313,                 1.2797,                 1.4057,                 0.9172,                 0.7013,                0.77731,                 0.5491,                 1.4268,                 1.3884,                 1.5525,               0.000793,               0.000793,               0.000793
                     95,                0.97004,                  1.273,                 1.4085,                0.93632,                 0.7002,                0.78112,                0.53491,                 1.4735,                 1.3854,                 1.5888,               0.000694,               0.000694,               0.000694
                     96,                0.96497,                 1.2439,                 1.3978,                0.92951,                0.70531,                0.78385,                0.55176,                 1.4142,                  1.376,                 1.5462,               0.000595,               0.000595,               0.000595
                     97,                0.95174,                 1.2529,                 1.3945,                0.94437,                 0.7038,                0.78754,                0.55114,                  1.435,                 1.3769,                 1.5564,               0.000496,               0.000496,               0.000496
                     98,                0.96187,                 1.2633,                 1.3878,                0.91935,                 0.7131,                0.78672,                0.55593,                  1.401,                 1.3634,                 1.5308,               0.000397,               0.000397,               0.000397
                     99,                0.97703,                 1.2622,                 1.4006,                 0.9264,                0.71256,                0.78402,                 0.5502,                  1.408,                 1.3659,                 1.5364,               0.000298,               0.000298,               0.000298
