                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     59,                 1.3022,                 2.4753,                  1.673,                0.59053,                0.35625,                0.39471,                  0.246,                 1.4509,                 2.4428,                 1.6329,               0.004258,               0.004258,               0.004258
                     60,                 1.3062,                  2.404,                 1.6783,                0.60819,                 0.3843,                0.42095,                0.24057,                 1.5308,                 2.4011,                  1.699,               0.004159,               0.004159,               0.004159
                     61,                 1.2812,                 2.3601,                  1.655,                0.63102,                 0.3718,                0.43082,                0.27363,                 1.4108,                 2.3477,                 1.6032,                0.00406,                0.00406,                0.00406
                     62,                 1.2469,                 2.3278,                 1.6308,                0.63854,                 0.3779,                0.42149,                0.27187,                  1.388,                 2.3488,                 1.5813,               0.003961,               0.003961,               0.003961
                     63,                 1.2904,                 2.3134,                 1.6567,                0.64425,                 0.3766,                0.43109,                0.27274,                 1.4148,                 2.2695,                 1.5881,               0.003862,               0.003862,               0.003862
                     64,                 1.2451,                 2.2608,                 1.6251,                0.61908,                0.36583,                0.42074,                 0.2728,                 1.3887,                 2.2877,                 1.5696,               0.003763,               0.003763,               0.003763
                     65,                 1.2484,                 2.2631,                 1.6261,                0.67023,                0.38842,                0.44324,                0.27812,                 1.4288,                 2.2397,                 1.5903,               0.003664,               0.003664,               0.003664
                     66,                 1.2016,                 2.1399,                 1.5898,                0.68513,                  0.379,                0.44941,                0.28982,                 1.3871,                 2.2484,                 1.5539,               0.003565,               0.003565,               0.003565
                     67,                 1.2177,                 2.1902,                 1.5956,                0.62309,                0.40512,                 0.4538,                0.30327,                 1.3277,                 2.1641,                 1.5007,               0.003466,               0.003466,               0.003466
                     68,                 1.2233,                 2.1422,                 1.6053,                0.66908,                0.39215,                0.47198,                0.30491,                 1.3631,                 2.1768,                 1.5271,               0.003367,               0.003367,               0.003367
                     69,                 1.1977,                 2.0887,                 1.5828,                0.63525,                0.41345,                0.48794,                0.31613,                 1.3657,                  2.132,                 1.5371,               0.003268,               0.003268,               0.003268
                     70,                 1.1908,                 2.0618,                  1.576,                0.65993,                0.41364,                0.48446,                 0.3271,                 1.3099,                 2.1097,                 1.5043,               0.003169,               0.003169,               0.003169
                     71,                 1.1902,                 2.0591,                 1.5779,                0.63847,                0.42075,                0.49628,                  0.316,                 1.4153,                 2.1294,                 1.5828,                0.00307,                0.00307,                0.00307
                     72,                 1.1678,                 2.0149,                 1.5508,                0.66747,                0.45064,                 0.4994,                0.32135,                 1.3927,                 2.1436,                 1.5657,               0.002971,               0.002971,               0.002971
                     73,                 1.1887,                 2.0283,                 1.5727,                0.68963,                0.45382,                0.52682,                0.33129,                 1.4613,                 2.0641,                 1.5995,               0.002872,               0.002872,               0.002872
                     74,                 1.1927,                 2.0564,                 1.5667,                0.69501,                0.42945,                0.51627,                0.33267,                 1.3738,                 2.0272,                 1.5357,               0.002773,               0.002773,               0.002773
                     75,                 1.1557,                 1.9537,                 1.5415,                0.79228,                0.41447,                 0.5254,                0.33362,                 1.3907,                 2.0087,                 1.5474,               0.002674,               0.002674,               0.002674
                     76,                 1.1657,                 1.9829,                 1.5421,                0.75556,                0.42339,                0.52282,                0.35246,                 1.2864,                 1.9613,                 1.4729,               0.002575,               0.002575,               0.002575
                     77,                 1.1582,                 1.9328,                 1.5349,                0.75565,                0.43863,                 0.5253,                0.35936,                 1.2758,                 1.9273,                 1.4604,               0.002476,               0.002476,               0.002476
                     78,                 1.1333,                  1.935,                 1.5162,                0.74248,                0.43383,                0.52114,                0.35341,                 1.2668,                 1.9487,                 1.4492,               0.002377,               0.002377,               0.002377
                     79,                 1.1451,                 1.8979,                 1.5201,                 0.7403,                0.45092,                0.54139,                0.37184,                 1.2504,                 1.9283,                 1.4415,               0.002278,               0.002278,               0.002278
                     80,                 1.1439,                 1.8925,                 1.5204,                0.78578,                0.43805,                0.54144,                0.36176,                 1.3072,                   1.94,                 1.4804,               0.002179,               0.002179,               0.002179
                     81,                 1.1213,                  1.862,                  1.508,                 0.8211,                0.43543,                0.54336,                0.35967,                 1.3368,                 1.9157,                 1.4978,                0.00208,                0.00208,                0.00208
                     82,                 1.1348,                 1.8828,                 1.5226,                0.73151,                0.45101,                0.53677,                0.35476,                  1.357,                 1.9054,                 1.5039,               0.001981,               0.001981,               0.001981
                     83,                 1.1119,                 1.8486,                 1.5072,                0.75313,                0.45491,                0.53669,                 0.3634,                 1.3163,                 1.9109,                 1.4807,               0.001882,               0.001882,               0.001882
                     84,                 1.0998,                 1.8251,                 1.4858,                0.80342,                0.42718,                0.54192,                0.35066,                 1.3737,                 1.8954,                   1.53,               0.001783,               0.001783,               0.001783
                     85,                 1.1066,                 1.8214,                 1.4885,                0.82062,                0.43045,                0.55032,                0.37619,                 1.2592,                 1.8299,                 1.4395,               0.001684,               0.001684,               0.001684
                     86,                  1.109,                 1.7898,                 1.4885,                0.73048,                0.47384,                0.54998,                0.38222,                  1.234,                 1.8277,                 1.4267,               0.001585,               0.001585,               0.001585
                     87,                  1.075,                 1.7801,                 1.4721,                0.74489,                0.47205,                0.56056,                0.38053,                 1.2566,                  1.811,                 1.4398,               0.001486,               0.001486,               0.001486
                     88,                 1.0723,                 1.7597,                 1.4563,                  0.772,                0.48688,                0.56187,                0.38774,                  1.215,                 1.8219,                 1.4121,               0.001387,               0.001387,               0.001387
